price,manufacturer,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
8499,vw, Golf,2014,Manual,88709,Diesel,20,68.9,2.0
8020,vauxhall, Adam,2017,Manual,6125,Petrol,145,53.3,1.2
12299,vw, Polo,2019,Manual,6240,Petrol,145,48.7,1.0
10990,vw, Polo,2017,Manual,19224,Petrol,145,65.7,1.0
12000,hyundi, Tucson,2017,Manual,2236,Petrol,160,44.8,1.6
11400,ford, Fiesta,2018,Manual,30144,Petrol,145,65.7,1.0
11499,vw, Golf,2016,Manual,38419,Diesel,0,74.3,1.6
7282,toyota, Aygo,2017,Manual,16125,Petrol,0,68.9,1.0
22900,vw, Golf SV,2019,Semi-Auto,2500,Petrol,145,42.8,1.5
18000,ford, Kuga,2019,Manual,10279,Diesel,145,38.2,2.0
15785,ford, Focus,2019,Manual,9000,Petrol,150,60.1,1.0
21490,vw, Golf,2019,Manual,6017,Petrol,150,45.6,1.5
15990,vauxhall, Crossland X,2019,Manual,5858,Diesel,145,60.1,1.5
10399,vw, Polo,2017,Manual,13500,Petrol,150,60.1,1.0
13888,hyundi, Tucson,2016,Manual,16422,Diesel,30,61.7,1.7
11495,skoda, Yeti Outdoor,2016,Manual,26657,Diesel,30,62.8,2.0
19250,vw, T-Cross,2019,Manual,3714,Diesel,145,52.3,1.6
2750,vw, Polo,2011,Manual,126000,Petrol,125,51.4,1.2
16042,vw, Golf,2018,Semi-Auto,10904,Diesel,145,72.4,1.4
11999,vauxhall, Corsa,2019,Manual,50,Petrol,145,43.5,1.4
20900,hyundi, Tucson,2018,Automatic,15327,Diesel,145,43.5,2.0
10328,vw, Polo,2017,Manual,26941,Petrol,145,60.1,1.2
17495,ford, Galaxy,2017,Manual,25745,Diesel,125,56.5,2.0
6110,vauxhall, Corsa,2014,Manual,29324,Petrol,125,51.4,1.2
9295,ford, Fiesta,2017,Manual,16182,Petrol,0,65.7,1.0
44898,vw, Touareg,2019,Automatic,6000,Diesel,145,34.0,3.0
10599,vauxhall, Astra,2018,Manual,17804,Petrol,145,62.8,1.0
8295,toyota, Aygo,2017,Manual,14869,Petrol,145,68.9,1.0
11982,ford, Focus,2018,Manual,15417,Petrol,145,57.7,1.0
13250,ford, C-MAX,2019,Manual,13359,Petrol,145,48.7,1.0
9250,vauxhall, Mokka,2016,Manual,25133,Diesel,20,68.9,1.6
14340,ford, Fiesta,2019,Manual,4122,Petrol,145,58.9,1.0
5347,ford, Focus,2013,Manual,84219,Diesel,20,67.3,1.6
8795,skoda, Fabia,2019,Manual,8520,Petrol,145,57.7,1.0
10399,vw, Polo,2016,Manual,16349,Petrol,20,60.1,1.2
22000,vw, T-Roc,2019,Automatic,2009,Petrol,145,39.8,0.0
9871,toyota, Aygo,2017,Semi-Auto,5403,Petrol,150,67.3,1.0
14700,vw, Golf,2018,Manual,17382,Petrol,145,49.6,1.0
6295,toyota, Aygo,2016,Manual,14338,Petrol,0,69.0,1.0
17780,vw, T-Roc,2018,Manual,11947,Petrol,150,55.4,1.0
8720,vauxhall, Adam,2018,Manual,7358,Petrol,145,53.3,1.2
7560,hyundi, I30,2015,Manual,33830,Diesel,0,78.4,1.6
9000,vauxhall, Corsa,2018,Manual,7010,Petrol,145,43.5,1.4
19698,ford, Tourneo Custom,2016,Manual,11960,Diesel,200,44.8,2.0
14695,hyundi, Tucson,2018,Manual,11374,Petrol,145,44.8,1.6
15495,toyota, Auris,2017,Automatic,17707,Hybrid,0,78.5,1.8
17495,toyota, RAV4,2016,Automatic,58100,Hybrid,20,55.4,2.5
14699,vw, Tiguan,2015,Semi-Auto,46100,Diesel,160,49.6,2.0
10995,skoda, Octavia,2016,Manual,31000,Diesel,0,72.4,1.6
12950,vw, Golf,2016,Semi-Auto,25816,Petrol,0,65.7,1.0
14698,vw, Golf,2017,Manual,54457,Diesel,20,67.3,2.0
11382,vauxhall, Crossland X,2019,Manual,2560,Petrol,145,44.8,1.2
13474,hyundi, Tucson,2016,Manual,12999,Diesel,30,61.7,1.7
7490,ford, Ka+,2017,Manual,23253,Petrol,150,57.7,1.2
14390,ford, EcoSport,2019,Manual,12402,Petrol,150,54.3,1.0
7250,ford, B-MAX,2015,Semi-Auto,47360,Petrol,160,44.1,1.6
11291,vauxhall, Mokka X,2017,Manual,9537,Petrol,200,42.2,1.6
30970,ford, Edge,2019,Semi-Auto,7055,Diesel,145,37.2,2.0
8298,vauxhall, Astra,2017,Manual,48681,Petrol,145,62.8,1.0
10300,vw, Golf,2014,Semi-Auto,60145,Diesel,30,62.8,2.0
13997,vauxhall, Astra,2019,Manual,4783,Petrol,150,51.4,1.4
14517,vauxhall, Mokka X,2019,Manual,10827,Petrol,145,39.2,1.4
15450,vw, CC,2016,Semi-Auto,22080,Diesel,125,58.9,2.0
12492,hyundi, I20,2018,Automatic,10751,Petrol,150,49.6,1.0
12298,ford, Grand Tourneo Connect,2017,Manual,17442,Diesel,30,64.2,1.5
10650,ford, Focus,2017,Manual,13980,Petrol,145,61.4,1.0
11495,ford, Focus,2018,Manual,14174,Petrol,145,61.4,1.0
13998,vauxhall, Combo Life,2019,Manual,9381,Diesel,145,53.3,1.5
12395,hyundi, Tucson,2018,Manual,10717,Petrol,145,44.8,1.6
17495,vw, Golf,2016,Manual,19100,Petrol,145,47.1,2.0
6000,vauxhall, Adam,2014,Manual,50980,Petrol,125,51.4,1.4
19290,vw, Golf,2019,Automatic,7911,Petrol,145,44.8,1.5
11990,vw, Beetle,2016,Manual,11500,Petrol,125,51.4,1.2
9798,hyundi, IX20,2017,Manual,8303,Petrol,125,50.4,1.4
8699,vauxhall, Corsa,2019,Manual,15845,Petrol,145,43.5,1.4
15995,vw, Passat,2017,Manual,18141,Diesel,145,68.9,2.0
8698,ford, EcoSport,2016,Manual,28670,Diesel,30,64.2,1.5
8995,toyota, Yaris,2014,Automatic,46839,Hybrid,0,80.7,1.5
19950,vw, T-Cross,2019,Manual,2000,Petrol,145,47.9,1.0
20970,hyundi, I30,2019,Manual,20,Petrol,150,34.9,2.0
17200,ford, Kuga,2018,Manual,16786,Diesel,145,60.1,2.0
5998,vauxhall, Corsa,2016,Manual,30330,Petrol,30,55.4,1.4
28990,vw, Tiguan,2019,Semi-Auto,13617,Diesel,145,39.8,2.0
15000,hyundi, Ioniq,2018,Automatic,13727,Hybrid,135,78.5,1.6
10495,toyota, Yaris,2017,Automatic,15237,Petrol,30,58.0,1.3
24749,hyundi, Tucson,2020,Semi-Auto,6000,Petrol,150,36.2,1.6
15995,ford, Kuga,2017,Automatic,42325,Diesel,145,54.3,2.0
8500,ford, Kuga,2014,Manual,72000,Diesel,145,53.3,2.0
17390,hyundi, Tucson,2017,Automatic,8169,Petrol,150,39.8,1.6
20995,vw, Golf SV,2019,Manual,99,Diesel,145,55.4,1.6
13999,vw, Polo,2019,Manual,4691,Diesel,145,74.3,1.6
2695,ford, Fiesta,2008,Manual,78500,Petrol,145,47.1,1.2
6278,vauxhall, Corsa,2015,Manual,52057,Petrol,30,55.4,1.4
10500,ford, Fiesta,2018,Manual,19434,Petrol,145,65.7,1.0
6500,toyota, Aygo,2016,Manual,26193,Petrol,0,69.0,1.0
17865,toyota, Corolla,2019,Manual,17197,Petrol,145,39.2,1.2
12000,toyota, Yaris,2019,Manual,9070,Petrol,145,47.9,1.5
7999,vw, Passat,2013,Semi-Auto,71249,Diesel,150,54.3,2.0
21095,vw, T-Roc,2019,Manual,3500,Petrol,145,42.2,1.5
7495,ford, Kuga,2010,Manual,45486,Petrol,205,47.9,1.6
13500,ford, Fiesta,2019,Manual,10,Petrol,145,48.7,1.1
14595,skoda, Octavia,2019,Semi-Auto,10112,Diesel,145,72.4,1.6
16295,ford, Fiesta,2019,Semi-Auto,7960,Petrol,145,48.7,1.0
11699,vauxhall, Zafira,2017,Manual,23698,Diesel,145,62.8,1.6
7695,hyundi, I10,2017,Manual,7913,Petrol,20,60.1,1.0
8965,vw, Touran,2013,Manual,64113,Diesel,145,55.4,1.6
12499,vauxhall, Astra,2019,Manual,9762,Petrol,145,51.4,1.4
8399,vauxhall, Adam,2017,Manual,7000,Petrol,145,53.3,1.2
13600,skoda, Superb,2016,Automatic,35869,Diesel,125,61.4,2.0
5700,vauxhall, Corsa,2014,Manual,38896,Petrol,125,51.4,1.4
11995,vw, Polo,2017,Manual,30474,Petrol,20,61.4,1.4
7750,toyota, Aygo,2017,Manual,9917,Petrol,145,68.9,1.0
10485,hyundi, I20,2019,Manual,13484,Petrol,145,46.3,1.2
8298,vw, Polo,2015,Manual,29091,Petrol,20,60.1,1.0
23500,toyota, Prius,2020,Automatic,267,Hybrid,135,61.4,1.8
13999,skoda, Superb,2016,Manual,38980,Diesel,20,67.3,2.0
16995,skoda, Karoq,2018,Manual,12009,Diesel,145,62.8,1.6
11500,ford, EcoSport,2017,Automatic,11016,Petrol,160,44.8,1.5
9750,hyundi, I10,2018,Manual,16874,Petrol,150,57.7,1.2
10995,vauxhall, Corsa,2019,Manual,9300,Petrol,150,43.5,1.4
4990,vauxhall, Astra,2013,Manual,53000,Diesel,30,62.8,1.7
9399,vw, Polo,2016,Manual,31808,Petrol,20,60.1,1.2
37000,vw, Touareg,2018,Automatic,12292,Diesel,145,34.5,3.0
6091,vauxhall, Viva,2016,Manual,16214,Petrol,20,62.8,1.0
8090,hyundi, IX35,2015,Manual,64708,Diesel,150,53.3,1.7
10000,skoda, Fabia,2016,Semi-Auto,23732,Petrol,20,60.1,1.2
8994,vauxhall, Corsa,2019,Manual,12990,Petrol,145,43.5,1.4
6359,skoda, Fabia,2015,Manual,56162,Diesel,0,83.1,1.4
5500,toyota, Yaris,2013,Manual,47988,Petrol,125,52.3,1.3
13789,hyundi, Tucson,2016,Automatic,18634,Diesel,125,57.6,1.7
9700,vauxhall, Astra,2017,Manual,20461,Petrol,145,51.4,1.4
18390,vauxhall, Astra,2020,Manual,10,Petrol,150,53.3,1.2
31950,vw, T-Roc,2019,Automatic,5000,Petrol,145,32.5,2.0
7795,ford, Ka+,2018,Manual,15345,Petrol,145,57.7,1.2
10498,hyundi, I20,2017,Automatic,6264,Petrol,165,45.6,1.4
11495,toyota, Yaris,2018,Manual,7400,Petrol,145,56.5,1.5
10998,vauxhall, Astra,2017,Manual,12000,Petrol,145,51.4,1.4
7999,skoda, Octavia,2016,Manual,86552,Diesel,0,74.3,1.6
14795,vauxhall, Crossland X,2019,Manual,2646,Petrol,145,47.1,1.2
12046,ford, Kuga,2017,Manual,23926,Diesel,30,64.2,1.5
10591,ford, Focus,2018,Manual,22656,Petrol,150,60.1,1.0
10495,vauxhall, Mokka X,2017,Manual,31248,Petrol,150,47.1,1.4
9990,vauxhall, Corsa,2019,Manual,100,Petrol,145,43.5,1.4
11975,ford, Fiesta,2017,Manual,20160,Petrol,150,65.7,1.0
11999,skoda, Fabia,2019,Manual,3993,Petrol,145,60.1,1.0
10895,toyota, Avensis,2016,Manual,30879,Diesel,20,67.3,1.6
14500,ford, EcoSport,2018,Manual,12080,Petrol,150,54.3,1.0
12429,ford, Focus,2017,Semi-Auto,15000,Petrol,125,51.4,1.0
11070,ford, Fiesta,2018,Automatic,32790,Petrol,145,54.3,1.0
16498,vw, Golf,2016,Manual,27665,Diesel,20,67.3,2.0
5550,ford, Fiesta,2013,Manual,59817,Petrol,30,54.3,1.2
5298,toyota, Yaris,2013,Manual,33072,Petrol,30,58.9,1.0
11245,ford, Fiesta,2018,Manual,25622,Petrol,145,65.7,1.0
11994,skoda, Octavia,2017,Manual,30159,Diesel,145,67.3,1.6
11899,toyota, Yaris,2017,Automatic,5100,Petrol,145,60.1,1.5
13698,hyundi, Kona,2018,Manual,3353,Petrol,145,44.1,1.0
9800,toyota, Aygo,2019,Manual,3635,Petrol,150,56.5,0.0
15590,ford, Focus,2019,Manual,3412,Petrol,145,60.1,1.0
23872,vw, Golf,2017,Automatic,15435,Petrol,145,39.2,2.0
8498,toyota, Auris,2016,Manual,54815,Petrol,125,52.3,1.2
9995,vw, Polo,2015,Semi-Auto,34000,Petrol,20,60.1,1.2
10000,vw, Polo,2016,Manual,26914,Petrol,20,60.1,1.2
16995,skoda, Fabia,2019,Manual,3002,Petrol,145,60.1,1.0
8499,vw, Golf,2015,Manual,56203,Petrol,30,53.3,1.4
21250,toyota, C-HR,2017,Automatic,24212,Hybrid,0,74.3,1.8
35995,hyundi, Santa Fe,2020,Semi-Auto,1088,Diesel,145,39.2,2.2
12295,skoda, Fabia,2019,Automatic,14634,Petrol,150,60.1,1.0
49991,toyota, Supra,2019,Semi-Auto,1000,Petrol,145,34.5,3.0
9250,ford, EcoSport,2016,Manual,14100,Petrol,125,53.3,1.0
9699,ford, Focus,2016,Manual,13480,Petrol,20,60.1,1.0
18249,vauxhall, Insignia,2019,Manual,5000,Petrol,145,44.8,1.5
8491,vw, Golf,2015,Manual,70986,Diesel,20,68.9,2.0
9995,skoda, Yeti Outdoor,2014,Manual,27709,Diesel,145,55.4,2.0
11599,ford, Focus,2017,Manual,36539,Diesel,0,74.3,1.5
5328,ford, Mondeo,2013,Manual,105000,Diesel,30,65.7,0.0
12495,skoda, Fabia,2019,Manual,4547,Petrol,145,52.3,1.0
16990,vw, Golf,2017,Automatic,29000,Diesel,145,57.7,2.0
8999,vauxhall, Mokka,2015,Manual,27614,Petrol,160,44.8,1.4
10798,vauxhall, Mokka X,2017,Manual,33427,Petrol,145,47.1,1.4
7200,toyota, Yaris,2014,Manual,28801,Petrol,30,58.9,1.0
12417,vauxhall, Zafira,2017,Manual,7169,Petrol,150,41.5,1.4
22356,vw, Tiguan,2019,Manual,15452,Diesel,145,47.9,2.0
8995,skoda, Citigo,2019,Manual,2350,Petrol,150,65.7,1.0
7990,toyota, Aygo,2017,Manual,13335,Petrol,145,69.0,1.0
9684,vw, Polo,2017,Manual,20954,Petrol,20,60.1,1.2
10840,vw, Golf,2015,Manual,36222,Diesel,20,68.9,2.0
10495,vw, Up,2018,Semi-Auto,12004,Petrol,150,68.9,1.0
21081,toyota, C-HR,2017,Automatic,18126,Hybrid,0,74.3,1.8
10495,ford, EcoSport,2017,Manual,16457,Petrol,125,52.3,1.0
17998,skoda, Superb,2019,Manual,16317,Diesel,150,65.7,2.0
14490,vauxhall, Insignia,2018,Manual,22114,Diesel,150,53.3,2.0
5499,vauxhall, Astra,2010,Automatic,36544,Petrol,240,39.8,1.6
6600,vw, Up,2016,Manual,47643,Petrol,20,64.2,1.0
15695,ford, Mondeo,2017,Automatic,36000,Petrol,235,38.2,2.0
15625,ford, EcoSport,2019,Semi-Auto,6797,Petrol,150,45.6,1.0
7691,ford, Fiesta,2015,Manual,34296,Petrol,0,65.7,1.0
6992,hyundi, I30,2015,Manual,43700,Diesel,0,78.4,1.6
9273,vauxhall, Corsa,2018,Automatic,10477,Petrol,145,47.9,1.4
9980,ford, Fiesta,2018,Manual,8770,Petrol,150,64.2,1.1
15790,toyota, Corolla,2019,Manual,10000,Petrol,145,39.2,1.2
7593,vauxhall, Corsa,2016,Manual,30500,Petrol,30,55.4,1.4
11650,vw, Polo,2017,Manual,10890,Petrol,20,60.1,1.2
8490,toyota, Aygo,2018,Manual,3616,Petrol,145,56.5,1.0
19000,ford, S-MAX,2017,Manual,21787,Diesel,145,56.5,2.0
20094,vw, Golf,2019,Semi-Auto,4522,Petrol,145,44.8,1.5
8700,vw, Polo,2016,Manual,28719,Petrol,20,60.1,1.0
7997,ford, Fiesta,2017,Manual,27838,Petrol,125,54.3,1.2
21495,vw, T-Roc,2019,Manual,4417,Diesel,145,50.4,1.6
5700,vw, Up,2014,Manual,39166,Petrol,20,62.8,1.0
10200,ford, Fiesta,2017,Manual,21829,Petrol,0,65.7,1.0
8793,vw, Tiguan,2015,Manual,100000,Diesel,125,56.5,2.0
11891,hyundi, I20,2019,Manual,1583,Petrol,145,46.3,1.2
5000,vauxhall, Meriva,2010,Manual,35875,Petrol,165,46.3,1.4
9250,vw, Polo,2016,Manual,43250,Petrol,20,60.1,1.2
12933,toyota, Yaris,2019,Manual,3693,Petrol,145,47.9,1.5
6895,vauxhall, Adam,2016,Manual,22145,Petrol,125,53.3,1.2
