price,manufacturer,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
5355,vauxhall, Adam,2014,Manual,51866,Petrol,125,53.3,1.2
10494,vauxhall, Corsa,2019,Manual,10,Petrol,145,43.5,1.4
11290,toyota, Auris,2017,Automatic,11740,Petrol,20,61.4,1.2
17495,ford, Focus,2017,Manual,25739,Petrol,145,41.5,2.0
10600,ford, Fiesta,2018,Manual,23060,Petrol,145,56.5,1.0
9440,toyota, Yaris,2017,Manual,28502,Petrol,145,58.9,1.5
11495,toyota, Yaris,2018,Manual,7500,Petrol,145,47.1,1.5
10500,vw, CC,2014,Manual,50400,Diesel,30,60.1,2.0
10888,toyota, Auris,2015,Automatic,38441,Hybrid,0,76.4,1.8
17495,skoda, Superb,2017,Manual,18040,Diesel,145,68.9,2.0
22479,vw, T-Roc,2019,Manual,3748,Diesel,145,50.4,1.6
28995,vw, Golf,2019,Semi-Auto,6400,Petrol,145,32.8,2.0
13699,vauxhall, Mokka X,2019,Manual,10892,Petrol,145,39.2,1.4
8250,vw, Polo,2015,Manual,47936,Petrol,20,60.1,1.2
19990,vw, Golf,2019,Semi-Auto,5885,Diesel,150,52.3,2.0
12498,ford, Focus,2017,Manual,25941,Diesel,145,74.3,1.5
6499,vauxhall, Mokka,2015,Manual,67182,Diesel,30,65.7,1.6
12450,vw, Golf,2017,Manual,18000,Petrol,150,54.3,1.4
18681,ford, Focus,2018,Manual,17515,Petrol,145,41.5,2.0
16480,vw, Polo,2020,Manual,10,Petrol,145,52.3,1.0
10775,vw, CC,2015,Semi-Auto,56508,Diesel,145,54.3,2.0
13698,toyota, Auris,2017,Automatic,14252,Hybrid,0,78.5,1.8
20272,vw, Polo,2019,Semi-Auto,5000,Petrol,145,39.8,2.0
13499,hyundi, Tucson,2016,Automatic,42597,Diesel,200,47.1,2.0
8699,vauxhall, Astra,2016,Manual,23781,Petrol,20,64.2,1.0
12899,ford, Fiesta,2018,Manual,10591,Petrol,145,58.9,1.0
10500,vw, Polo,2016,Manual,16473,Petrol,20,60.1,1.2
6774,ford, Fiesta,2013,Manual,36313,Petrol,0,65.7,1.0
10500,toyota, Yaris,2016,Automatic,33307,Hybrid,0,86.0,1.5
25995,vw, Tiguan,2017,Semi-Auto,18170,Diesel,145,49.6,2.0
10798,vauxhall, Zafira,2017,Manual,26231,Petrol,200,41.5,1.4
6990,vauxhall, Viva,2018,Manual,9983,Petrol,150,46.3,1.0
44935,toyota, Land Cruiser,2019,Semi-Auto,15200,Diesel,145,30.1,2.8
13995,skoda, Yeti,2016,Manual,8439,Diesel,30,62.8,2.0
10000,vw, Polo,2017,Manual,13263,Petrol,20,58.9,1.0
18190,vw, Tiguan,2017,Manual,24662,Petrol,145,48.7,1.4
9498,vw, Polo,2016,Manual,21826,Petrol,20,60.1,1.2
10700,ford, Focus,2018,Manual,22749,Petrol,145,60.1,1.0
13999,skoda, Yeti Outdoor,2017,Semi-Auto,26067,Petrol,125,51.4,1.2
23980,toyota, GT86,2019,Manual,1751,Petrol,145,33.2,2.0
1500,vauxhall, Astra,2009,Manual,110000,Petrol,200,43.5,1.6
8998,ford, Kuga,2014,Manual,71854,Diesel,145,53.3,2.0
17590,ford, EcoSport,2019,Semi-Auto,1576,Petrol,145,45.6,1.0
6888,vauxhall, Zafira,2014,Manual,63448,Diesel,145,55.4,2.0
10995,skoda, Yeti Outdoor,2016,Semi-Auto,58221,Petrol,125,51.4,1.2
23540,vw, Sharan,2019,Semi-Auto,12487,Diesel,145,41.5,2.0
6920,toyota, Yaris,2013,Semi-Auto,51642,Petrol,125,53.3,1.3
14998,ford, Kuga,2017,Manual,44106,Diesel,125,60.1,2.0
7999,ford, Fiesta,2016,Manual,60730,Diesel,0,78.5,1.5
31790,toyota, RAV4,2020,Automatic,1652,Hybrid,135,49.6,2.5
14295,skoda, Octavia,2017,Manual,15936,Petrol,150,55.4,1.5
16291,skoda, Karoq,2018,Manual,6279,Diesel,145,61.4,1.6
9495,skoda, Fabia,2017,Manual,10660,Petrol,20,60.1,1.2
9995,vw, Golf,2016,Manual,47532,Diesel,0,74.3,1.6
15999,hyundi, Ioniq,2017,Automatic,23700,Hybrid,135,78.5,1.6
15995,hyundi, Santa Fe,2016,Manual,32696,Diesel,200,46.3,2.2
9995,ford, Fiesta,2017,Manual,27755,Petrol,20,62.8,1.0
10298,vw, Golf,2015,Manual,35381,Petrol,30,53.3,1.4
24990,vw, Touareg,2017,Semi-Auto,24987,Diesel,235,42.8,3.0
9620,vauxhall, Astra,2016,Semi-Auto,20442,Petrol,125,51.4,1.4
10000,ford, EcoSport,2017,Manual,24500,Petrol,150,53.3,1.0
10491,toyota, Aygo,2019,Semi-Auto,6900,Petrol,145,55.4,1.0
1495,toyota, Corolla,2003,Manual,89000,Petrol,235,39.2,1.6
23950,vw, T-Roc,2020,Semi-Auto,3000,Petrol,145,39.8,1.5
11060,skoda, Superb,2017,Semi-Auto,82370,Diesel,145,62.8,2.0
8795,vauxhall, Corsa,2019,Manual,10643,Petrol,145,43.5,1.4
8498,vauxhall, Mokka,2015,Manual,38796,Diesel,20,68.9,1.6
5695,vauxhall, Antara,2012,Manual,63725,Diesel,240,42.8,2.2
12299,hyundi, Kona,2018,Manual,32031,Petrol,145,52.3,1.0
8695,hyundi, I10,2018,Manual,7963,Petrol,150,57.7,1.2
8700,skoda, Citigo,2018,Automatic,2343,Petrol,145,65.7,1.0
22780,toyota, Corolla,2019,Automatic,9980,Hybrid,135,72.4,2.0
13995,ford, EcoSport,2018,Manual,15080,Petrol,145,54.3,1.0
10979,ford, Fiesta,2018,Manual,16430,Petrol,145,65.7,1.0
15000,hyundi, Tucson,2016,Semi-Auto,13769,Diesel,125,57.6,1.7
7341,vauxhall, Corsa,2017,Manual,18182,Petrol,30,55.4,1.4
17900,vw, Golf,2019,Manual,5500,Diesel,145,57.7,1.6
10698,vauxhall, Corsa,2019,Automatic,5491,Petrol,150,39.8,1.4
7699,ford, Kuga,2014,Manual,87489,Diesel,150,53.3,2.0
10999,ford, Fiesta,2017,Manual,9289,Petrol,145,65.7,1.0
13495,vauxhall, Zafira,2017,Automatic,16915,Petrol,150,40.9,1.4
22992,ford, Focus,2016,Manual,17515,Petrol,235,36.7,2.3
7998,vauxhall, Mokka,2015,Manual,46311,Petrol,200,42.2,1.4
8999,vauxhall, Corsa,2017,Manual,8000,Petrol,145,55.4,1.4
6680,ford, Fiesta,2014,Manual,39123,Diesel,0,76.4,1.5
6477,ford, Focus,2013,Manual,41250,Petrol,30,56.5,1.0
6997,ford, Fiesta,2014,Manual,23303,Petrol,0,65.7,1.0
13995,skoda, Superb,2016,Manual,39954,Diesel,20,68.9,2.0
12698,skoda, Octavia,2017,Semi-Auto,25203,Petrol,145,57.7,1.4
54991,toyota, Land Cruiser,2019,Semi-Auto,1000,Diesel,145,30.1,2.8
10191,toyota, Avensis,2016,Manual,31912,Diesel,20,67.3,1.6
14440,ford, Kuga,2017,Manual,19864,Diesel,125,60.1,2.0
17300,vw, T-Roc,2018,Manual,17400,Petrol,145,55.4,1.0
10691,ford, Focus,2017,Manual,35978,Diesel,145,74.3,1.5
9999,vauxhall, Zafira,2016,Manual,42929,Petrol,200,42.2,1.4
10995,vw, Polo,2017,Manual,18696,Petrol,150,60.1,1.0
9998,vauxhall, Astra,2017,Semi-Auto,45480,Diesel,125,61.4,1.6
28485,skoda, Kodiaq,2019,Automatic,11104,Diesel,145,39.2,2.0
14199,vw, Polo,2017,Automatic,26552,Petrol,145,50.4,1.8
11700,vauxhall, Astra,2018,Manual,10192,Petrol,150,51.4,1.4
8370,ford, Focus,2016,Manual,43924,Petrol,20,60.1,1.0
13490,skoda, Superb,2017,Manual,42033,Diesel,0,76.4,1.6
8990,vw, Up,2017,Manual,18172,Petrol,150,60.1,1.0
11000,ford, Fiesta,2017,Manual,12500,Petrol,150,65.7,1.0
26995,hyundi, Tucson,2020,Manual,3000,Hybrid,145,47.9,1.6
5699,ford, Fiesta,2015,Manual,50577,Petrol,125,54.3,1.2
10899,vauxhall, Crossland X,2019,Manual,12837,Petrol,145,47.1,1.2
11645,vw, Polo,2017,Manual,27203,Petrol,20,60.1,1.2
13795,vauxhall, Mokka X,2019,Manual,11019,Petrol,145,39.2,1.4
14490,vw, Golf,2019,Manual,16083,Diesel,150,57.7,1.6
9700,vauxhall, Mokka X,2016,Manual,13063,Petrol,200,42.2,1.6
11750,skoda, Fabia,2019,Manual,8000,Petrol,145,61.4,1.0
15750,ford, Kuga,2017,Semi-Auto,44134,Diesel,145,54.3,2.0
15290,ford, Mondeo,2018,Manual,10147,Petrol,145,48.7,1.5
12500,ford, Fiesta,2018,Manual,9131,Petrol,145,58.9,1.0
10750,ford, Focus,2017,Manual,25519,Diesel,145,74.3,1.5
16998,vauxhall, Corsa,2020,Manual,10,Petrol,145,52.3,1.2
17750,ford, Focus,2018,Automatic,11321,Diesel,145,67.3,1.5
5790,toyota, Aygo,2017,Manual,26333,Petrol,0,69.0,1.0
11399,ford, Focus,2017,Automatic,20928,Petrol,125,51.4,1.0
17520,ford, Focus,2019,Manual,8459,Petrol,145,60.1,1.0
11691,ford, Focus,2018,Manual,13159,Petrol,145,61.4,1.0
6995,hyundi, I10,2017,Manual,8616,Petrol,145,60.1,1.0
16995,vw, Golf,2016,Manual,22774,Petrol,145,47.1,2.0
9490,vw, Polo,2017,Manual,22952,Petrol,20,60.1,1.0
7691,vw, Golf,2013,Semi-Auto,77442,Diesel,30,62.8,2.0
10491,vauxhall, Astra,2018,Manual,20885,Petrol,145,51.4,1.4
8798,hyundi, I30,2015,Manual,21701,Petrol,150,48.7,1.4
7495,vw, Up,2017,Manual,17467,Petrol,145,64.2,1.0
12147,skoda, Yeti Outdoor,2016,Semi-Auto,17672,Petrol,125,51.4,1.2
7495,toyota, Aygo,2017,Manual,11647,Petrol,0,68.9,1.0
20981,vw, Tiguan,2017,Semi-Auto,39793,Diesel,145,49.6,2.0
19490,vw, Polo,2019,Semi-Auto,4999,Petrol,145,47.9,2.0
6000,ford, B-MAX,2014,Manual,33190,Diesel,20,68.9,1.5
9799,toyota, Aygo,2018,Semi-Auto,5691,Petrol,145,56.5,1.0
25980,vw, Golf,2019,Semi-Auto,4280,Petrol,145,37.7,2.0
13422,toyota, Yaris,2018,Automatic,16000,Hybrid,135,76.3,1.5
6495,vw, Up,2014,Manual,21800,Petrol,20,60.1,1.0
7499,ford, Fiesta,2014,Manual,41874,Petrol,0,65.7,1.0
34990,toyota, RAV4,2019,Automatic,5000,Hybrid,135,49.6,2.5
6698,hyundi, I20,2015,Manual,43795,Petrol,125,51.4,1.4
13485,vw, Polo,2019,Manual,3004,Petrol,145,48.7,1.0
14499,vauxhall, Insignia,2018,Manual,23587,Petrol,145,49.6,1.5
7990,vauxhall, Insignia,2016,Manual,88000,Diesel,20,72.4,1.6
7997,hyundi, I10,2016,Manual,10500,Petrol,30,57.6,1.2
21995,vw, Golf,2020,Manual,1500,Petrol,145,45.6,1.5
7590,vauxhall, Astra,2016,Manual,58483,Petrol,125,51.4,1.4
9995,ford, Fiesta,2017,Manual,24826,Petrol,150,65.7,1.0
8895,toyota, Yaris,2016,Manual,14600,Petrol,0,66.0,1.0
40495,ford, Mustang,2019,Automatic,2000,Petrol,145,22.1,5.0
5995,vw, Scirocco,2011,Semi-Auto,120000,Diesel,125,57.6,2.0
8060,ford, B-MAX,2016,Automatic,20089,Petrol,160,44.1,1.6
7990,vauxhall, Corsa,2017,Manual,28427,Petrol,145,55.4,1.4
10290,ford, EcoSport,2017,Manual,21445,Petrol,125,52.3,1.0
26723,ford, Focus,2020,Manual,2102,Petrol,145,34.5,2.3
8991,vw, Polo,2016,Manual,33513,Petrol,20,60.1,1.0
23995,skoda, Superb,2019,Semi-Auto,7563,Diesel,145,48.7,2.0
5000,toyota, Aygo,2017,Manual,72966,Petrol,0,69.0,1.0
8655,toyota, Aygo,2018,Manual,4000,Petrol,145,56.5,1.0
9998,ford, Fiesta,2018,Manual,23112,Petrol,145,65.7,1.0
8495,skoda, Fabia,2017,Manual,36000,Petrol,145,64.2,1.0
12500,vw, Golf,2016,Manual,87490,Diesel,20,67.3,2.0
19998,toyota, Corolla,2019,Manual,4290,Petrol,150,39.2,1.2
10595,ford, Focus,2017,Manual,27500,Petrol,150,61.4,1.0
12497,vw, Golf,2017,Manual,25024,Petrol,30,53.3,1.4
14750,ford, Kuga,2018,Manual,22984,Diesel,145,64.2,1.5
5989,ford, Fiesta,2013,Manual,54581,Petrol,30,54.3,1.2
21000,vw, T-Roc,2019,Manual,50,Diesel,145,50.4,2.0
8700,ford, C-MAX,2014,Manual,37929,Diesel,125,55.4,2.0
11950,ford, Fiesta,2018,Manual,16678,Petrol,145,58.9,1.0
11495,vauxhall, Mokka X,2018,Manual,25265,Petrol,145,39.2,1.4
23790,vw, Tiguan,2017,Semi-Auto,20159,Diesel,145,57.6,2.0
7950,vauxhall, Corsa,2017,Manual,14295,Petrol,145,55.4,1.4
11950,hyundi, Tucson,2016,Manual,49029,Diesel,30,61.7,1.7
25824,vw, Golf,2019,Semi-Auto,7400,Petrol,145,37.7,2.0
4700,vauxhall, Corsa,2014,Manual,32560,Petrol,125,51.4,1.2
999,ford, Fiesta,2004,Manual,111000,Petrol,160,45.6,1.2
19991,vw, T-Roc,2018,Manual,7236,Diesel,150,56.5,2.0
13291,vw, Polo,2018,Manual,20944,Petrol,145,62.8,1.0
9799,vauxhall, Corsa,2019,Manual,8558,Petrol,145,43.5,1.4
9498,toyota, Yaris,2017,Manual,44795,Petrol,145,56.5,1.5
12995,ford, Kuga,2017,Manual,6000,Diesel,150,64.2,1.5
11154,vauxhall, Mokka X,2017,Manual,20290,Petrol,145,47.1,1.4
7500,hyundi, I20,2015,Manual,28123,Petrol,30,56.5,0.0
10295,ford, Fiesta,2016,Semi-Auto,8507,Petrol,0,57.7,1.0
19490,vw, Golf,2019,Manual,61,Diesel,145,55.4,1.6
17490,ford, S-MAX,2016,Manual,33777,Diesel,125,56.5,2.0
13498,ford, Kuga,2016,Manual,36345,Diesel,150,54.3,2.0
10995,toyota, Yaris,2017,Automatic,39066,Petrol,150,60.1,1.5
11195,toyota, Yaris,2018,Manual,1000,Petrol,150,58.9,1.5
10498,ford, Fiesta,2017,Manual,9621,Petrol,145,65.7,1.0
19495,vw, Caddy Maxi Life,2019,Semi-Auto,11971,Diesel,150,54.3,2.0
8790,vw, Polo,2014,Automatic,15033,Petrol,150,47.9,1.4
7990,vauxhall, Corsa,2017,Manual,22013,Petrol,150,55.4,1.4
17800,ford, Edge,2016,Manual,29808,Diesel,160,48.7,2.0
16495,toyota, Prius,2014,Automatic,65282,Hybrid,10,64.2,1.8
11880,ford, Focus,2017,Manual,30345,Diesel,150,70.6,2.0
27186,skoda, Karoq,2020,Automatic,2412,Diesel,145,62.8,1.6
11300,vauxhall, Mokka X,2018,Manual,34040,Petrol,150,39.2,1.4
11540,ford, Fiesta,2018,Manual,12052,Petrol,145,65.7,1.0
10791,vauxhall, Astra,2017,Semi-Auto,22588,Petrol,125,51.4,1.4
15798,hyundi, Tucson,2016,Manual,35030,Diesel,145,54.3,2.0
8995,skoda, Octavia,2014,Manual,52400,Diesel,0,74.3,1.6
17990,ford, Fiesta,2018,Manual,11028,Petrol,150,40.3,1.5
9999,vauxhall, Corsa,2019,Manual,3766,Petrol,145,43.5,1.4
5821,vauxhall, Adam,2014,Manual,30897,Petrol,125,51.4,1.4
26000,hyundi, Tucson,2020,Manual,1451,Hybrid,145,47.9,1.6
8500,vw, Golf,2014,Automatic,67000,Diesel,20,72.4,1.6
11995,ford, Kuga,2014,Automatic,40221,Petrol,235,38.2,1.5
10895,ford, Mondeo,2017,Manual,37159,Diesel,20,68.9,2.0
8225,vauxhall, Adam,2017,Manual,3500,Petrol,145,53.3,1.2
8495,vauxhall, Corsa,2016,Manual,32176,Petrol,30,55.4,1.4
16300,vauxhall, Grandland X,2019,Manual,10,Petrol,150,44.1,1.2
15000,ford, Fiesta,2020,Manual,25,Petrol,145,56.5,1.0
11450,ford, Fiesta,2018,Manual,6073,Petrol,145,56.5,1.0
13491,skoda, Superb,2016,Automatic,4625,Petrol,30,55.4,1.4
19995,vauxhall, Grandland X,2019,Manual,12550,Diesel,145,45.6,1.5
29290,hyundi, Santa Fe,2019,Semi-Auto,4721,Diesel,145,39.8,2.2
9995,ford, Fiesta,2018,Manual,7064,Petrol,145,64.2,1.1
7495,vauxhall, Insignia,2015,Manual,45958,Diesel,0,76.3,2.0
18900,ford, Focus,2019,Manual,100,Petrol,145,58.9,1.0
10820,vauxhall, Zafira,2017,Manual,32074,Petrol,200,42.2,1.4
8800,vauxhall, Astra,2016,Manual,54970,Diesel,20,72.4,1.6
10299,vauxhall, Astra,2016,Automatic,15469,Diesel,30,62.8,1.6
15798,hyundi, Tucson,2019,Manual,17241,Petrol,145,35.3,1.6
41995,vw, Caravelle,2019,Semi-Auto,3800,Diesel,145,33.6,2.0
16299,ford, EcoSport,2020,Manual,1500,Petrol,145,53.3,1.0
25000,skoda, Superb,2019,Semi-Auto,5288,Diesel,145,54.3,2.0
1995,ford, Focus,2008,Manual,141000,Petrol,200,42.2,1.6
12271,ford, Kuga,2017,Manual,42459,Diesel,150,54.3,2.0
7998,toyota, Aygo,2017,Manual,20393,Petrol,150,68.9,1.0
11995,vauxhall, Astra,2017,Manual,2624,Petrol,150,50.4,1.4
7800,toyota, Yaris,2016,Manual,16400,Petrol,30,58.0,1.3
13498,hyundi, Tucson,2016,Manual,12663,Diesel,30,61.7,1.7
11900,vauxhall, Crossland X,2018,Manual,14974,Petrol,145,54.3,1.2
9950,skoda, Superb,2013,Manual,48192,Diesel,30,61.4,2.0
7240,vauxhall, Astra,2016,Automatic,46528,Diesel,160,49.6,2.0
9700,ford, Focus,2015,Manual,42741,Diesel,0,74.3,1.5
19495,ford, Fiesta,2020,Manual,27,Petrol,145,49.6,1.0
12500,vw, Polo,2018,Manual,13456,Petrol,150,64.2,1.0
17995,vauxhall, Grandland X,2018,Manual,17000,Diesel,145,65.7,1.6
29450,skoda, Kodiaq,2019,Automatic,3012,Diesel,145,37.2,2.0
18745,vw, Polo,2019,Semi-Auto,4687,Petrol,145,39.8,2.0
17498,ford, S-MAX,2017,Manual,17051,Diesel,150,56.5,2.0
9698,ford, Focus,2017,Manual,23764,Petrol,145,61.4,1.0
14499,hyundi, Tucson,2016,Semi-Auto,29143,Diesel,125,57.6,1.7
15499,vw, Golf,2016,Automatic,48094,Diesel,30,62.8,2.0
12698,skoda, Octavia,2019,Manual,13870,Diesel,145,68.9,1.6
11000,ford, Ka+,2019,Manual,1645,Petrol,145,47.9,1.2
22995,vw, Caravelle,2011,Automatic,53000,Diesel,325,34.4,2.0
9489,skoda, Superb,2013,Automatic,30150,Diesel,200,46.3,2.0
18520,ford, Focus,2018,Manual,11958,Petrol,145,41.5,2.0
9495,skoda, Fabia,2017,Manual,11224,Petrol,145,64.2,1.0
13995,vw, Golf,2017,Semi-Auto,13038,Petrol,0,65.7,1.0
13995,ford, Focus,2018,Manual,11612,Petrol,150,57.7,1.0
12000,toyota, Yaris,2019,Manual,12034,Petrol,145,47.9,1.5
24498,vw, Tiguan,2019,Semi-Auto,1164,Diesel,145,46.3,2.0
10690,vw, Polo,2017,Manual,22803,Petrol,145,60.1,1.2
7495,ford, Ka+,2017,Manual,22364,Petrol,145,57.7,1.2
24790,toyota, Corolla,2019,Automatic,5651,Hybrid,140,72.4,2.0
8110,skoda, Citigo,2018,Manual,8490,Petrol,145,67.3,1.0
16812,vw, Tiguan,2017,Manual,33084,Diesel,125,58.9,2.0
9199,vauxhall, Corsa,2018,Manual,9996,Petrol,145,43.5,1.4
10499,ford, Grand C-MAX,2016,Automatic,34045,Diesel,125,56.5,2.0
13200,vauxhall, Mokka X,2018,Manual,6703,Diesel,145,50.4,1.6
28900,vw, Tiguan,2019,Automatic,750,Diesel,145,40.4,2.0
10990,vauxhall, Corsa,2019,Manual,2314,Petrol,145,43.5,1.4
22790,vw, Tiguan,2017,Semi-Auto,27266,Petrol,145,38.2,2.0
11495,vauxhall, Astra,2017,Manual,8156,Petrol,145,51.4,1.4
