Store,Date,Sales,Store_Size,Num_Employees,Num_Customers,Returns_Pct,Pct_On_Sale,Pct_Promotional,Marketing,TouristEvent,Econ_ChangeGDP,EconJobsChange,AnnualizedCPI
Louisville,8/19/12,119550,20100,92,490,0.78,9.48,0.047435984,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID62.3188,No,,,
Louisville,8/20/12,95573,20100,49,319,0.13,8.76,0.047435984,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID122.4011,No,,,
Louisville,8/21/12,112663,20100,38,377,0.13,10.79,0.047435984,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID156.7884,No,,,
Louisville,8/22/12,105238,20100,52,377,0.5,11.05,0.047435984,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID129.5648,No,,,
Louisville,8/23/12,117282,20100,97,423,0.48,7.77,0.047435984,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID27.6862,No,,,
Louisville,8/24/12,131298,20100,93,574,0.17,12.43,0.047435984,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID79.4708,No,,,
Louisville,8/25/12,160188,20100,98,772,0.94,9.36,0.047435984,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID23.4466,No,,1250,
Louisville,8/26/12,144092,20100,74,546,0.86,14.28,0.047338066,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID204.7023,No,,,
Louisville,8/27/12,113956,20100,43,367,0.56,8.99,0.047338066,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID202.6381,No,,,
Louisville,8/28/12,147383,20100,38,367,0.46,10.3,0.047338066,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID179.9924,No,,,
Louisville,8/29/12,106044,20100,57,312,0.42,10.48,0.047338066,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID182.6228,No,,,
Louisville,8/30/12,132922,20100,72,320,0.67,9.75,0.047338066,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID143.8049,No,,,
Louisville,8/31/12,172487,20100,79,491,0.35,8.86,0.047338066,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID205.6679,No,,,
Louisville,9/1/12,147490,20100,110,773,0.88,12.36,0.047338066,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID7.2333,No,,-250,0.058781839
Louisville,9/2/12,136963,20100,72,670,1.08,10.46,0.049866712,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID1.4763,No,,,
Louisville,9/3/12,144682,20100,46,678,0.61,9.44,0.049866712,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID19.367,No,,,
Louisville,9/4/12,131544,20100,54,264,0.18,7.8,0.049866712,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID30.5005,No,,,
Louisville,9/5/12,101268,20100,57,245,0.59,7.8,0.049866712,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID24.7132,No,,,
Louisville,9/6/12,142231,20100,97,330,0.98,6.63,0.049866712,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID32.0763,No,,,
Louisville,9/7/12,140308,20100,56,378,0.59,7.17,0.049866712,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID0.9547,No,,,
Louisville,9/8/12,146185,20100,56,509,0.81,6.53,0.049866712,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID57.0426,No,,6250,
Louisville,9/9/12,133253,20100,87,406,0.34,6.27,0.056375383,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID58.764,No,,,
Louisville,9/10/12,171849,20100,99,925,0.47,7.9,0.056375383,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID50.796,Yes,,,
Louisville,9/11/12,216953,20100,99,1057,0.6,5.66,0.056375383,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID1.7572,Yes,,,
Louisville,9/12/12,200173,20100,122,1029,0.14,8.23,0.056375383,September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID76.0011,Yes,,,
Louisville,9/13/12,147704,20100,62,349,0.64,8.78,0.056375383,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID68.8791,No,,,
Louisville,9/14/12,120584,20100,69,386,0.48,8.04,0.056375383,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID65.8381,No,,,
Louisville,9/15/12,131278,20100,74,558,0.51,9.1,0.056375383,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID55.4812,No,,3750,
Louisville,9/16/12,118781,20100,53,406,0.68,6.81,0.055513385,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID111.1316,No,,,
Louisville,9/17/12,126444,20100,39,275,0.53,5.58,0.055513385,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID143.4009,No,,,
Louisville,9/18/12,118081,20100,44,245,0.35,8.01,0.055513385,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID106.9381,No,,,
Louisville,9/19/12,112091,20100,41,245,0.27,5.82,0.055513385,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID136.9457,No,,,
Louisville,9/20/12,118462,20100,137,341,0.82,9.08,0.055513385,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID135.4624,No,,,
Louisville,9/21/12,111901,20100,84,417,0.75,9.16,0.055513385,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID118.1285,No,,,
Louisville,9/22/12,147324,20100,76,662,1.26,6.48,0.055513385,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID135.8954,No,,0,
Louisville,9/23/12,135477,20100,77,483,0.1,10.03,0.052236858,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID124.7216,No,,,
Louisville,9/24/12,119991,20100,41,265,0.25,9.36,0.052236858,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID63.0754,No,,,
Louisville,9/25/12,129617,20100,46,237,0.4,7.89,0.052236858,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID2.1624,No,,,
Louisville,9/26/12,112629,20100,48,265,0.08,11.34,0.052236858,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID136.3216,No,,,
Louisville,9/27/12,114190,20100,87,293,0.63,6.5,0.052236858,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID216.578,No,,,
Louisville,9/28/12,115451,20100,79,407,0.48,9.51,0.052236858,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID217.1346,No,,,
Louisville,9/29/12,148946,20100,104,653,0.59,8.77,0.052236858,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID260.4503,No,,1000,
Louisville,9/30/12,131598,20100,71,407,1.03,10.43,0.050737496,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID177.3285,No,,,
Louisville,10/1/12,130861,20100,41,228,0.65,9.39,0.050737496,October In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID9.85,No,0.1,,0.032845874
Louisville,10/2/12,140451,20100,48,275,0.27,6.78,0.050737496,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID4.5868,No,,,
Louisville,10/3/12,117342,20100,43,256,0.15,6.88,0.050737496,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID6.964,No,,,
Louisville,10/4/12,126863,20100,71,342,0.21,11.27,0.050737496,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID22.347,No,,,
Louisville,10/5/12,118208,20100,78,418,0.67,9.4,0.050737496,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID30.6805,No,,,
Louisville,10/6/12,389915,20100,264,2749,1.08,8.52,0.050737496,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID46.1922,Yes,,-11250,
Louisville,10/7/12,254318,20100,221,1783,0.19,9.51,0.052610438,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID52.5675,Yes,,,
Louisville,10/8/12,230203,20100,107,1110,0.21,11.03,0.052610438,In Store Credit Card Signup Discount; ID52.5961,Yes,,,
Louisville,10/9/12,117808,20100,63,228,0.42,8.18,0.052610438,In Store Credit Card Signup Discount; ID8.4204,No,,,
Louisville,10/10/12,107871,20100,40,238,0.38,10.53,0.052610438,In Store Credit Card Signup Discount; ID25.1244,No,,,
Louisville,10/11/12,127577,20100,78,332,0.16,7.7,0.052610438,In Store Credit Card Signup Discount; ID28.2364,No,,,
Louisville,10/12/12,128505,20100,88,522,0.94,10.43,0.052610438,In Store Credit Card Signup Discount; ID60.064,No,,,
Louisville,10/13/12,155507,20100,78,712,0.42,10.54,0.052610438,In Store Credit Card Signup Discount; ID51.665,No,,-1500,
Louisville,10/14/12,146470,20100,84,503,0.76,7.01,0.052383315,In Store Credit Card Signup Discount; ID136.2014,No,,,
Louisville,10/15/12,111191,20100,61,256,0.25,11.02,0.052383315,In Store Credit Card Signup Discount; ID3.3837,No,,,
Louisville,10/16/12,131509,20100,61,304,0.54,7.22,0.052383315,In Store Credit Card Signup Discount; ID49.9124,No,,,
Louisville,10/17/12,136081,20100,51,276,0.76,6.2,0.052383315,In Store Credit Card Signup Discount; ID161.5956,No,,,
Louisville,10/18/12,127085,20100,119,323,0.32,12.51,0.052383315,In Store Credit Card Signup Discount; ID58.9709,No,,,
Louisville,10/19/12,144225,20100,131,457,0.66,14.34,0.052383315,In Store Credit Card Signup Discount; ID21.0428,No,,,
Louisville,10/20/12,172567,20100,122,856,0.8,14.93,0.052383315,In Store Credit Card Signup Discount; ID193.1042,No,,-500,
Louisville,10/21/12,155911,20100,94,523,0.6,12.59,0.047613858,In Store Credit Card Signup Discount; ID184.46,No,,,
Louisville,10/22/12,140095,20100,66,257,0.58,6.94,0.047613858,In Store Credit Card Signup Discount; ID203.9154,No,,,
Louisville,10/23/12,137211,20100,53,315,0.51,9.02,0.047613858,In Store Credit Card Signup Discount; ID47.7087,No,,,
Louisville,10/24/12,146401,20100,73,351,0.2,7.52,0.047613858,In Store Credit Card Signup Discount; ID76.9084,No,,,
Louisville,10/25/12,136149,20100,98,333,0.3,6.38,0.047613858,In Store Credit Card Signup Discount; ID198.409,No,,,
Louisville,10/26/12,157190,20100,96,427,0.81,7.91,0.047613858,In Store Credit Card Signup Discount; ID148.6645,No,,,
Louisville,10/27/12,174921,20100,131,524,0.25,10.66,0.047613858,In Store Credit Card Signup Discount; ID200.0452,No,,-2750,
Louisville,10/28/12,156397,20100,98,381,0.32,8.73,0.046630313,In Store Credit Card Signup Discount; ID162.0394,No,,,
Louisville,10/29/12,138752,20100,61,239,0.43,10,0.046630313,In Store Credit Card Signup Discount; ID39.7967,No,,,
Louisville,10/30/12,126372,20100,50,277,0.21,5.76,0.046630313,In Store Credit Card Signup Discount; ID243.0758,No,,,
Louisville,10/31/12,182603,20100,53,343,0.21,6.35,0.046630313,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID6.7592,No,,,
Louisville,11/1/12,166793,20100,76,333,0.49,10.52,0.046630313,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID6.4748,No,,,-0.019967039
Louisville,11/2/12,138926,20100,95,514,0.09,5.58,0.046630313,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID19.3929,No,,,
Louisville,11/3/12,186549,20100,70,723,0.56,6.51,0.046630313,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID19.3752,No,,4500,
Louisville,11/4/12,163741,20100,88,542,1.01,9.92,0.045138254,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID39.1014,No,,,
Louisville,11/5/12,127218,20100,32,257,0.2,8.77,0.045138254,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID32.5525,No,,,
Louisville,11/6/12,139251,20100,55,257,0.32,9.78,0.045138254,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID15.9412,No,,,
Louisville,11/7/12,152952,20100,76,295,0.51,10.79,0.045138254,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID24.261,No,,,
Louisville,11/8/12,171908,20100,70,344,0.08,6.67,0.045138254,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID16.6085,No,,,
Louisville,11/9/12,182940,20100,113,496,0.59,8.45,0.045138254,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID27.6835,No,,,
Louisville,11/10/12,324823,20100,312,2946,0.74,10.39,0.045138254,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID53.6663,Yes,,14250,
Louisville,11/11/12,293803,20100,322,2251,0.53,8.05,0.04431034,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID29.5373,Yes,,,
Louisville,11/12/12,246437,20100,173,1984,0.33,9.3,0.04431034,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID124.1958,Yes,,,
Louisville,11/13/12,148530,20100,66,296,0.81,6.59,0.04431034,In Store Credit Card Signup Discount; Black Friday Blitz ID5.9006,No,,,
Louisville,11/14/12,147222,20100,73,316,0.35,8.12,0.04431034,In Store Credit Card Signup Discount; Black Friday Blitz ID31.707,No,,,
Louisville,11/15/12,126310,20100,101,382,0.96,10.92,0.04431034,In Store Credit Card Signup Discount; Black Friday Blitz ID19.522,No,,,
Louisville,11/16/12,194127,20100,145,564,0.82,14.83,0.04431034,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID98.3352,No,,,
Louisville,11/17/12,264949,20100,190,1003,1.17,19.64,0.04431034,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID65.0255,No,,7750,
Louisville,11/18/12,194781,20100,146,735,0.71,14.72,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID27.6364,No,,,
Louisville,11/19/12,203907,20100,70,497,0.49,8.71,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID22.0351,No,,,
Louisville,11/20/12,178371,20100,85,516,0.67,14.54,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID198.0523,No,,,
Louisville,11/21/12,195651,20100,92,564,0.49,13.94,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID111.9691,No,,,
Louisville,11/22/12,188034,20100,63,822,0.11,14.95,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID97.9764,No,,,
Louisville,11/23/12,561518,20100,248,3775,1.92,15.64,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID129.1367,No,,,
Louisville,11/24/12,274954,20100,148,1032,0.94,16.15,0.062555498,In Store Credit Card Signup Discount; Christmas Email Campaign ID102.3516,No,,6250,
Louisville,11/25/12,226544,20100,140,774,1.6,17.22,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID86.175,No,,,
Louisville,11/26/12,191789,20100,57,306,0.47,14.33,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID112.6918,No,,,
Louisville,11/27/12,171066,20100,60,286,0.46,10.5,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID41.4879,No,,,
Louisville,11/28/12,193151,20100,45,335,0.64,11.07,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID246.3047,No,,,
Louisville,11/29/12,214884,20100,107,335,1.37,10.24,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID195.9829,No,,,
Louisville,11/30/12,260732,20100,102,430,0.94,15.62,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID42.0512,No,,,
Louisville,12/1/12,237030,20100,105,938,1.02,10.84,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID11.1156,No,,2500,-0.001452012
Louisville,12/2/12,262996,20100,107,660,1.64,11.22,0.06899898,In Store Credit Card Signup Discount; Christmas Email Campaign ID11.8717,No,,,
Louisville,12/3/12,238509,20100,60,325,0.57,14.56,0.06899898,In Store Credit Card Signup Discount; Christmas Email Campaign ID21.5443,No,,,
Louisville,12/4/12,209772,20100,35,345,0.41,16.82,0.06899898,In Store Credit Card Signup Discount; Christmas Email Campaign ID13.2491,No,,,
Louisville,12/5/12,198429,20100,47,422,0.93,15.58,0.06899898,In Store Credit Card Signup Discount; Christmas Email Campaign ID27.4057,No,,,
Louisville,12/6/12,204045,20100,75,440,1.33,14.08,0.06899898,In Store Credit Card Signup Discount; Christmas Email Campaign ID29.9345,No,,,
Louisville,12/7/12,243840,20100,95,566,0.95,13.06,0.06899898,In Store Credit Card Signup Discount; Christmas Email Campaign ID60.8058,No,,,
Louisville,12/8/12,230705,20100,102,853,1.01,10.4,0.06899898,In Store Credit Card Signup Discount; Christmas Email Campaign ID61.1353,No,,-26000,
Louisville,12/9/12,249888,20100,103,901,0.95,17.37,0.074430254,In Store Credit Card Signup Discount; Christmas Email Campaign ID15.8107,No,,,
Louisville,12/10/12,214035,20100,63,392,0.63,12.53,0.074430254,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID29.6943,No,,,
Louisville,12/11/12,243553,20100,67,441,0.83,12.82,0.074430254,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID123.8746,No,,,
Louisville,12/12/12,232173,20100,47,508,0.69,13.16,0.074430254,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID42.5686,No,,,
Louisville,12/13/12,266231,20100,72,489,0.76,11.03,0.074430254,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID12.4874,No,,,
Louisville,12/14/12,284745,20100,94,623,0.92,18.94,0.074430254,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID145.3224,No,,,
Louisville,12/15/12,283589,20100,109,1256,1.22,18.58,0.074430254,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID91.778,No,,-11750,
Louisville,12/16/12,257392,20100,80,1018,1.8,18.46,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID117.0104,No,,,
Louisville,12/17/12,279556,20100,64,729,1.06,17.88,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID186.869,No,,,
Louisville,12/18/12,272506,20100,64,710,0.71,14.58,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID210.9551,No,,,
Louisville,12/19/12,252314,20100,69,921,1.19,19.27,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID97.9348,No,,,
Louisville,12/20/12,251611,20100,92,921,1.46,16.76,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID194.6545,No,,,
Louisville,12/21/12,214215,20100,119,1114,1.1,18.5,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID228.2486,No,,,
Louisville,12/22/12,354296,20100,125,1653,1.61,20.35,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID227.6977,No,,-6250,
